,desc,trans,origin,engine,price
3981,2005 Toyota Sienna,automatic,foreign,petrol,2500000
3982,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
3983,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
3984,2000 Lexus RX,automatic,foreign,petrol,2000000
3985,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
3986,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
3987,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
3988,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
3989,2004 Toyota Matrix,automatic,foreign,petrol,1880000
3990,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
3991,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
3992,2015 Toyota Camry,automatic,foreign,petrol,5700000
3993,2008 Lexus ES 350,automatic,foreign,petrol,3000000
3994,2008 Honda CR-V,automatic,foreign,petrol,2800000
3995,2005 Volkswagen LT,,foreign,diesel,2500000
3996,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
3997,2013 Toyota Venza,automatic,foreign,petrol,5000000
3998,2010 Toyota Corolla,automatic,foreign,petrol,2700000
3999,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4000,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4001,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4002,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4003,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4004,2000 Lexus RX,automatic,foreign,petrol,2000000
4005,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4006,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4007,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4008,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4009,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4010,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4011,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4012,2015 Toyota Camry,automatic,foreign,petrol,5700000
4013,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4014,2008 Honda CR-V,automatic,foreign,petrol,2800000
4015,2005 Volkswagen LT,,foreign,diesel,2500000
4016,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4017,2013 Toyota Venza,automatic,foreign,petrol,5000000
4018,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4019,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4020,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4021,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4022,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4023,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4024,2000 Lexus RX,automatic,foreign,petrol,2000000
4025,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4026,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4027,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4028,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4029,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4030,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4031,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4032,2015 Toyota Camry,automatic,foreign,petrol,5700000
4033,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4034,2008 Honda CR-V,automatic,foreign,petrol,2800000
4035,2005 Volkswagen LT,,foreign,diesel,2500000
4036,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4037,2013 Toyota Venza,automatic,foreign,petrol,5000000
4038,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4039,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4040,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4041,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4042,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4043,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4044,2000 Lexus RX,automatic,foreign,petrol,2000000
4045,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4046,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4047,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4048,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4049,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4050,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4051,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4052,2015 Toyota Camry,automatic,foreign,petrol,5700000
4053,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4054,2008 Honda CR-V,automatic,foreign,petrol,2800000
4055,2005 Volkswagen LT,,foreign,diesel,2500000
4056,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4057,2013 Toyota Venza,automatic,foreign,petrol,5000000
4058,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4059,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4060,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4061,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4062,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4063,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4064,2000 Lexus RX,automatic,foreign,petrol,2000000
4065,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4066,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4067,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4068,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4069,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4070,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4071,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4072,2015 Toyota Camry,automatic,foreign,petrol,5700000
4073,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4074,2008 Honda CR-V,automatic,foreign,petrol,2800000
4075,2005 Volkswagen LT,,foreign,diesel,2500000
4076,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4077,2013 Toyota Venza,automatic,foreign,petrol,5000000
4078,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4079,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4080,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4081,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4082,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4083,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4084,2000 Lexus RX,automatic,foreign,petrol,2000000
4085,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4086,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4087,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4088,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4089,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4090,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4091,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4092,2015 Toyota Camry,automatic,foreign,petrol,5700000
4093,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4094,2008 Honda CR-V,automatic,foreign,petrol,2800000
4095,2005 Volkswagen LT,,foreign,diesel,2500000
4096,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4097,2013 Toyota Venza,automatic,foreign,petrol,5000000
4098,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4099,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4100,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4101,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4102,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4103,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4104,2000 Lexus RX,automatic,foreign,petrol,2000000
4105,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4106,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4107,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4108,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4109,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4110,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4111,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4112,2015 Toyota Camry,automatic,foreign,petrol,5700000
4113,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4114,2008 Honda CR-V,automatic,foreign,petrol,2800000
4115,2005 Volkswagen LT,,foreign,diesel,2500000
4116,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4117,2013 Toyota Venza,automatic,foreign,petrol,5000000
4118,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4119,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4120,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4121,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4122,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4123,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4124,2000 Lexus RX,automatic,foreign,petrol,2000000
4125,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4126,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4127,2005  Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4128,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4129,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4130,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4131,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4132,2015 Toyota Camry,automatic,foreign,petrol,5700000
4133,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4134,2008 Honda CR-V,automatic,foreign,petrol,2800000
4135,2005 Volkswagen LT,,foreign,diesel,2500000
4136,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4137,2013 Toyota Venza,automatic,foreign,petrol,5000000
4138,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4139,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4140,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4141,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4142,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4143,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4144,2000 Lexus RX,automatic,foreign,petrol,2000000
4145,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4146,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4147,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4148,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4149,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4150,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4151,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4152,2015 Toyota Camry,automatic,foreign,petrol,5700000
4153,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4154,2008 Honda CR-V,automatic,foreign,petrol,2800000
4155,2005 Volkswagen LT,,foreign,diesel,2500000
4156,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4157,2013 Toyota Venza,automatic,foreign,petrol,5000000
4158,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4159,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4160,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4161,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4162,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4163,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4164,2000 Lexus RX,automatic,foreign,petrol,2000000
4165,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4166,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4167,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4168,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4169,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4170,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4171,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4172,2015 Toyota Camry,automatic,foreign,petrol,5700000
4173,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4174,2008 Honda CR-V,automatic,foreign,petrol,2800000
4175,2005 Volkswagen LT,,foreign,diesel,2500000
4176,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4177,2013 Toyota Venza,automatic,foreign,petrol,5000000
4178,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4179,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4180,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4181,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4182,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4183,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4184,2000 Lexus RX,automatic,foreign,petrol,2000000
4185,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4186,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4187,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4188,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4189,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4190,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4191,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4192,2015 Toyota Camry,automatic,foreign,petrol,5700000
4193,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4194,2008 Honda CR-V,automatic,foreign,petrol,2800000
4195,2005 Volkswagen LT,,foreign,diesel,2500000
4196,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4197,2013 Toyota Venza,automatic,foreign,petrol,5000000
4198,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4199,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4200,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4201,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4202,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4203,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4204,2000 Lexus RX,automatic,foreign,petrol,2000000
4205,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4206,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4207,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4208,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4209,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4210,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4211,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4212,2015 Toyota Camry,automatic,foreign,petrol,5700000
4213,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4214,2008 Honda CR-V,automatic,foreign,petrol,2800000
4215,2005 Volkswagen LT,,foreign,diesel,2500000
4216,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4217,2013 Toyota Venza,automatic,foreign,petrol,5000000
4218,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4219,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4220,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4221,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4222,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4223,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4224,2000 Lexus RX,automatic,foreign,petrol,2000000
4225,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4226,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4227,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4228,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4229,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4230,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4231,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4232,2015  Toyota Camry,automatic,foreign,petrol,5700000
4233,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4234,2008 Honda CR-V,automatic,foreign,petrol,2800000
4235,2005 Volkswagen LT,,foreign,diesel,2500000
4236,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4237,2013 Toyota Venza,automatic,foreign,petrol,5000000
4238,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4239,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4240,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4241,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4242,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4243,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4244,2000 Lexus RX,automatic,foreign,petrol,2000000
4245,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4246,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4247,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4248,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4249,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4250,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4251,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4252,2015 Toyota Camry,automatic,foreign,petrol,5700000
4253,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4254,2008 Honda CR-V,automatic,foreign,petrol,2800000
4255,2005 Volkswagen LT,,foreign,diesel,2500000
4256,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4257,2013 Toyota Venza,automatic,foreign,petrol,5000000
4258,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4259,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4260,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4261,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4262,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4263,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4264,2000 Lexus RX,automatic,foreign,petrol,2000000
4265,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4266,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4267,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4268,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4269,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4270,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4271,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4272,2015 Toyota Camry,automatic,foreign,petrol,5700000
4273,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4274,2008 Honda CR-V,automatic,foreign,petrol,2800000
4275,2005 Volkswagen LT,,foreign,diesel,2500000
4276,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4277,2013 Toyota Venza,automatic,foreign,petrol,5000000
4278,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4279,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4280,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4281,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4282,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4283,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4284,2000 Lexus RX,automatic,foreign,petrol,2000000
4285,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4286,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4287,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4288,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4289,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4290,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4291,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4292,2015 Toyota Camry,automatic,foreign,petrol,5700000
4293,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4294,2008  Honda CR-V,automatic,foreign,petrol,2800000
4295,2005 Volkswagen LT,,foreign,diesel,2500000
4296,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4297,2013 Toyota Venza,automatic,foreign,petrol,5000000
4298,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4299,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4300,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4301,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4302,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4303,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4304,2000 Lexus RX,automatic,foreign,petrol,2000000
4305,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4306,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4307,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4308,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4309,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4310,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4311,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4312,2015 Toyota Camry,automatic,foreign,petrol,5700000
4313,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4314,2008 Honda CR-V,automatic,foreign,petrol,2800000
4315,2005 Volkswagen LT,,foreign,diesel,2500000
4316,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4317,2013 Toyota Venza,automatic,foreign,petrol,5000000
4318,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4319,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4320,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4321,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4322,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4323,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4324,2000 Lexus RX,automatic,foreign,petrol,2000000
4325,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4326,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4327,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4328,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4329,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4330,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4331,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4332,2015 Toyota Camry,automatic,foreign,petrol,5700000
4333,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4334,2008 Honda CR-V,automatic,foreign,petrol,2800000
4335,2005 Volkswagen LT,,foreign,diesel,2500000
4336,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4337,2013 Toyota Venza,automatic,foreign,petrol,5000000
4338,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4339,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4340,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4341,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4342,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4343,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4344,2000 Lexus RX,automatic,foreign,petrol,2000000
4345,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4346,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4347,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4348,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4349,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4350,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4351,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4352,2015 Toyota Camry,automatic,foreign,petrol,5700000
4353,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4354,2008  Honda CR-V,automatic,foreign,petrol,2800000
4355,2005 Volkswagen LT,,foreign,diesel,2500000
4356,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4357,2013 Toyota Venza,automatic,foreign,petrol,5000000
4358,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4359,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4360,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4361,2005 Toyota Sienna,automatic,foreign,petrol,2500000
4362,2015 Toyota Corolla LE 4-Speed Automatic,automatic,foreign,petrol,5400000
4363,2013 Toyota RAV4 Limited,automatic,foreign,petrol,7200000
4364,2000 Lexus RX,automatic,foreign,petrol,2000000
4365,2014 Toyota Highlander Limited V6 4x4,automatic,foreign,petrol,13500000
4366,2005 Lexus GX 470 Sport Utility,automatic,foreign,petrol,6000000
4367,2005 Lexus RX 330 4WD,automatic,foreign,petrol,3550000
4368,2014 Honda Accord Coupe EX-L V-6 Automatic,automatic,foreign,petrol,4780000
4369,2004 Toyota Matrix,automatic,foreign,petrol,1880000
4370,2007 Toyota Camry 2.4 SE Automatic,automatic,foreign,petrol,2300000
4371,2012 Mercedes-Benz GLK 350,automatic,local,petrol,3850000
4372,2015 Toyota Camry,automatic,foreign,petrol,5700000
4373,2008 Lexus ES 350,automatic,foreign,petrol,3000000
4374,2008 Honda CR-V,automatic,foreign,petrol,2800000
4375,2005 Volkswagen LT,,foreign,diesel,2500000
4376,2011 Toyota Corolla Automatic,automatic,foreign,petrol,3800000
4377,2013 Toyota Venza,automatic,foreign,petrol,5000000
4378,2010 Toyota Corolla,automatic,foreign,petrol,2700000
4379,2010 Mercedes-Benz E350,automatic,foreign,petrol,5500000
4380,2004 Toyota Avensis 2.4 Exclusive Automatic,automatic,foreign,petrol,2600000
4381,2005 Toyota Sienna,automatic,foreign,petrol,2500000
